,Date,Open*,High,Low,Close**,Volume,Market Cap,price
82,2013-07-19,90.07,95.2,87.8,92.17,,1029670016,90.07
83,2013-07-20,92.0,93.1,89.27,89.39,,1052140032,92.0
84,2013-07-21,89.82,91.95,88.0,90.76,,1027640000,89.82
85,2013-07-22,92.0,92.0,90.08,91.61,,1053000000,92.0
86,2013-07-23,91.6,96.82,91.6,95.56,,1048819968,91.6
87,2013-07-24,95.56,95.99,93.0,94.51,,1094489984,95.56
88,2013-07-25,94.5,97.33,93.87,96.9,,1082800000,94.5
89,2013-07-26,96.95,97.47,96.0,96.02,,1111160064,96.95
90,2013-07-27,96.02,97.0,93.0,94.12,,1100899968,96.02
91,2013-07-28,94.4,100.58,94.0,99.76,,1082749952,94.4
92,2013-07-29,98.6,102.5,98.46,101.2,,1131340032,98.6
93,2013-07-30,101.49,107.99,100.47,107.99,,1164940032,101.49
94,2013-07-31,107.95,111.34,103.88,106.09,,1239629952,107.95
95,2013-08-01,106.21,108.0,103.01,104.0,,1220189952,106.21
96,2013-08-02,104.86,108.0,101.21,104.5,,1205069952,104.86
97,2013-08-03,104.5,105.78,102.0,104.0,,1201490048,104.5
98,2013-08-04,104.95,105.95,103.52,105.14,,1207100032,104.95
99,2013-08-05,105.12,107.77,105.0,106.22,,1209520000,105.12
100,2013-08-06,106.72,107.38,105.56,106.75,,1228440064,106.72
101,2013-08-07,106.75,106.75,106.75,106.75,,1229100032,106.75
102,2013-08-08,106.75,106.75,101.26,103.0,,1229100032,106.75
103,2013-08-09,103.07,105.75,101.93,102.8,,1187920000,103.07
104,2013-08-10,102.8,103.9,102.41,103.0,,1185309952,102.8
105,2013-08-11,103.0,105.19,102.75,105.0,,1188150016,103.0
106,2013-08-12,105.0,108.0,103.5,106.64,,1211789952,105.0
107,2013-08-13,106.99,109.35,104.65,109.0,,1235340032,106.99
108,2013-08-14,109.56,115.0,108.0,112.56,,1265449984,109.56
109,2013-08-15,112.56,113.25,109.0,109.99,,1300659968,112.56
110,2013-08-16,110.0,112.3,108.52,108.99,,1271469952,110.0
111,2013-08-17,108.99,113.75,108.22,113.5,,1260349952,108.99
112,2013-08-18,112.75,114.69,112.0,113.5,,1304320000,112.75
113,2013-08-19,113.38,123.06,111.77,119.0,,1312160000,113.38
114,2013-08-20,119.0,123.01,117.51,121.21,,1377730048,119.0
115,2013-08-21,121.21,124.91,119.68,123.3,,1403890048,121.21
116,2013-08-22,123.3,123.5,120.6,121.15,,1428700032,123.3
117,2013-08-23,122.0,122.0,118.44,118.5,,1414290048,122.0
118,2013-08-24,118.51,121.39,118.02,120.04,,1374419968,118.51
119,2013-08-25,119.6,122.99,119.17,122.11,,1387640064,119.6
120,2013-08-26,122.11,122.75,119.93,120.06,,1417200000,122.11
121,2013-08-27,120.07,127.24,120.07,126.5,,1394009984,120.07
122,2013-08-28,126.48,127.32,122.62,122.62,,1468960000,126.48
123,2013-08-29,122.62,123.7,122.21,122.39,,1424679936,122.62
124,2013-08-30,122.35,135.75,120.99,133.49,,1422119936,122.35
125,2013-08-31,133.09,140.89,132.72,135.35,,1547640064,133.09
126,2013-09-01,135.14,145.81,134.81,138.34,,1572230016,135.14
127,2013-09-02,138.63,146.5,134.89,135.85,,1613600000,138.63
128,2013-09-03,135.61,138.34,133.0,136.77,,1579180032,135.61
129,2013-09-04,136.53,144.5,123.61,126.74,,1590550016,136.53
130,2013-09-05,126.76,131.44,121.83,126.43,,1477250048,126.76
131,2013-09-06,126.49,127.34,119.15,119.15,,1474669952,126.49
132,2013-09-07,118.89,125.94,118.46,124.15,,1386610048,118.89
133,2013-09-08,124.13,124.72,120.49,121.66,,1448179968,124.13
134,2013-09-09,121.86,129.06,119.75,127.11,,1422179968,121.86
135,2013-09-10,127.27,129.74,125.9,125.91,,1485959936,127.27
136,2013-09-11,125.89,137.83,123.27,135.25,,1470450048,125.89
137,2013-09-12,135.55,136.08,131.81,133.13,,1583960064,135.55
138,2013-09-13,132.83,137.58,132.27,134.98,,1552880000,132.83
139,2013-09-14,135.01,135.85,128.87,129.22,,1579049984,135.01
140,2013-09-15,129.4,131.44,128.26,130.37,,1514140032,129.4
141,2013-09-16,130.86,132.72,129.77,131.72,,1531820032,130.86
142,2013-09-17,131.59,132.76,124.89,131.66,,1540880000,131.59
143,2013-09-18,131.71,133.2,130.54,131.47,,1542870016,131.71
144,2013-09-19,131.37,131.77,128.45,129.65,,1539430016,131.37
145,2013-09-20,129.7,135.62,126.68,127.04,,1520470016,129.7
146,2013-09-21,126.95,128.61,126.24,127.43,,1488870016,126.95
147,2013-09-22,127.87,133.94,126.59,129.12,,1500259968,127.87
148,2013-09-23,128.98,132.73,125.66,125.95,,1513939968,128.98
149,2013-09-24,126.05,127.46,125.39,127.25,,1480210048,126.05
150,2013-09-25,127.38,129.69,127.33,128.22,,1496509952,127.38
151,2013-09-26,128.21,134.93,127.32,128.38,,1506919936,128.21
152,2013-09-27,128.94,134.74,128.49,133.78,,1516019968,128.94
153,2013-09-28,133.77,135.63,132.56,134.78,,1573400064,133.77
154,2013-09-29,134.9,140.61,134.71,137.34,,1587289984,134.9
155,2013-09-30,137.15,138.35,130.27,133.0,,1614349952,137.15
156,2013-10-01,132.68,134.63,131.55,132.18,,1562269952,132.68
157,2013-10-02,132.05,133.59,102.25,114.13,,1555469952,132.05
158,2013-10-03,114.45,123.63,111.82,123.63,,1348700032,114.45
159,2013-10-04,123.41,130.09,123.41,129.01,,1454899968,123.41
160,2013-10-05,128.63,130.44,128.03,128.55,,1517020032,128.63
161,2013-10-06,128.36,129.66,126.15,129.0,,1514540032,128.36
162,2013-10-07,129.43,130.27,126.36,126.94,,1527760000,129.43
163,2013-10-08,126.74,127.47,124.71,126.0,,1496499968,126.74
164,2013-10-09,125.85,131.75,125.58,130.69,,1486509952,125.85
165,2013-10-10,130.67,131.5,129.26,130.59,,1544019968,130.67
166,2013-10-11,130.75,131.81,129.64,130.9,,1545600000,130.75
167,2013-10-12,130.9,135.66,130.56,135.19,,1547970048,130.9
168,2013-10-13,135.19,138.66,134.55,138.13,,1599430016,135.19
169,2013-10-14,139.27,144.12,138.9,140.52,,1648470016,139.27
170,2013-10-15,140.77,145.39,139.13,145.24,,1667100032,140.77
171,2013-10-16,145.65,152.23,142.43,142.55,,1725840000,145.65
172,2013-10-17,142.41,147.42,142.41,146.25,,1688199936,142.41
173,2013-10-18,146.37,155.96,145.57,155.96,,1735750016,146.37
174,2013-10-19,155.91,177.48,155.7,172.42,,1849629952,155.91
175,2013-10-20,171.66,174.91,168.95,174.61,,2037440000,171.66
176,2013-10-21,174.8,184.82,174.8,182.21,,2075580032,174.8
177,2013-10-22,182.65,196.27,182.65,193.76,,2169750016,182.65
178,2013-10-23,193.36,213.62,192.38,213.62,,2298160128,193.36
179,2013-10-24,214.3,217.42,168.52,198.23,,2548229888,214.3
180,2013-10-25,197.69,198.87,168.5,186.69,,2351780096,197.69
181,2013-10-26,187.45,188.41,175.75,177.32,,2231069952,187.45
182,2013-10-27,176.6,196.44,176.6,196.44,,2102729984,176.6
183,2013-10-28,196.21,198.62,192.06,198.55,,2337100032,196.21
184,2013-10-29,198.55,204.79,198.55,204.39,,2365839872,198.55
185,2013-10-30,204.39,209.16,199.97,199.97,,2436239872,204.39
186,2013-10-31,199.83,205.18,198.85,204.0,,2382870016,199.83
187,2013-11-01,203.9,206.65,202.13,206.18,,2432470016,203.9
188,2013-11-02,205.81,207.76,201.65,206.22,,2456329984,205.81
189,2013-11-03,205.99,215.05,203.99,215.05,,2459520000,205.99
190,2013-11-04,214.66,231.01,213.94,229.1,,2564069888,214.66
191,2013-11-05,229.21,250.66,226.22,245.24,,2738980096,229.21
192,2013-11-06,244.78,263.0,244.78,262.5,,2926099968,244.78
193,2013-11-07,261.68,304.17,261.55,296.41,,3129189888,261.68
194,2013-11-08,297.85,338.66,296.93,338.11,,3562789888,297.85
195,2013-11-09,338.58,370.82,319.71,339.11,,4051120128,338.58
196,2013-11-10,348.82,350.7,277.24,326.62,,4174929920,348.82
197,2013-11-11,325.41,351.27,311.78,342.44,,3896130048,325.41
198,2013-11-12,343.06,362.81,342.8,360.33,,4109060096,343.06
199,2013-11-13,360.97,414.05,359.8,407.37,,4325400064,360.97
200,2013-11-14,406.41,425.9,395.19,420.2,,4871600128,406.41
201,2013-11-15,419.41,437.89,396.11,417.95,,5029340160,419.41
202,2013-11-16,417.28,450.26,415.57,440.22,,5005530112,417.28
203,2013-11-17,440.96,500.58,440.24,492.11,,5291729920,440.96
204,2013-11-18,496.58,703.78,494.94,703.56,,5961500160,496.58
205,2013-11-19,712.76,806.11,456.39,584.61,,8559549952,712.76
206,2013-11-20,577.98,599.65,448.45,590.83,,6943300096,577.98
207,2013-11-21,594.32,733.4,577.29,722.43,,7142029824,594.32
208,2013-11-22,724.07,780.85,668.13,771.44,,8703970304,724.07
209,2013-11-23,771.7,844.97,771.7,797.82,,9279850496,771.7
210,2013-11-24,795.63,807.36,722.87,774.25,,9570990080,795.63
211,2013-11-25,773.02,810.68,754.43,799.11,,9302269952,773.02
212,2013-11-26,805.73,928.54,800.8,928.1,,9699359744,805.73
213,2013-11-27,923.85,1001.96,891.68,1001.96,,11124899840,923.85
214,2013-11-28,1003.38,1077.56,962.17,1031.95,,12087000064,1003.38
215,2013-11-29,1042.01,1146.97,1000.64,1131.97,,12557100032,1042.01
216,2013-11-30,1129.37,1156.14,1106.61,1129.43,,13614699520,1129.37
217,2013-12-01,1128.92,1133.08,801.82,955.85,,13614300160,1128.92
218,2013-12-02,951.42,1055.42,938.41,1043.33,,11478299648,951.42
219,2013-12-03,1046.4,1096.0,1011.21,1078.28,,12628299776,1046.4
220,2013-12-04,1077.58,1156.12,1070.16,1151.17,,13009999872,1077.58
221,2013-12-05,1152.73,1154.36,897.11,1045.11,,13922299904,1152.73
222,2013-12-06,1042.38,1042.38,829.45,829.45,,12593899520,1042.38
223,2013-12-07,835.32,854.64,640.22,698.23,,10096600064,835.32
224,2013-12-08,697.31,802.51,670.88,795.87,,8431860224,697.31
225,2013-12-09,793.8,921.93,780.9,893.19,,9602480128,793.8
226,2013-12-10,892.32,997.23,892.32,988.51,,10798199808,892.32
227,2013-12-11,989.07,1001.58,834.23,878.48,,11973699584,989.07
228,2013-12-12,882.78,901.94,844.95,873.26,,10690599936,882.78
229,2013-12-13,874.98,941.79,860.05,892.58,,10599700480,874.98
230,2013-12-14,899.85,904.65,858.36,872.6,,10904899584,899.85
231,2013-12-15,875.29,886.16,825.0,876.12,,10611600384,875.29
232,2013-12-16,880.33,882.25,668.25,705.97,,10676599808,880.33
233,2013-12-17,706.37,754.83,630.88,682.12,,8570390016,706.37
234,2013-12-18,678.2,679.32,420.51,522.7,,8232039936,678.2
235,2013-12-19,519.06,707.23,502.89,691.96,,6302969856,519.06
236,2013-12-20,694.22,729.16,595.33,625.32,,8433869824,694.22
237,2013-12-21,619.9,654.27,579.17,605.66,,7533740032,619.9
238,2013-12-22,601.78,666.74,585.64,617.18,,7315939840,601.78
239,2013-12-23,613.06,680.91,611.04,673.41,,7455669760,613.06
240,2013-12-24,672.36,684.39,645.71,665.58,,8179729920,672.36
241,2013-12-25,666.31,682.7,649.48,682.21,,8108930048,666.31
242,2013-12-26,683.94,777.75,683.94,761.98,,8326269952,683.94
243,2013-12-27,763.28,777.51,713.6,735.07,46862700.0,9295569920,763.28
244,2013-12-28,737.98,747.06,705.35,727.83,32505800.0,8990850048,737.98
245,2013-12-29,728.05,748.61,714.44,745.05,19011300.0,8872599552,728.05
246,2013-12-30,741.35,766.6,740.24,756.13,20707700.0,9036999680,741.35
247,2013-12-31,760.32,760.58,738.17,754.01,20897300.0,9268240384,760.32
248,2014-01-01,754.97,775.35,754.97,771.4,22489400.0,9203030016,754.97
249,2014-01-02,773.44,820.31,767.21,802.39,38489500.0,9428179968,773.44
250,2014-01-03,802.85,834.15,789.12,818.72,37810100.0,9786680320,802.85
251,2014-01-04,823.27,859.51,801.67,859.51,38005000.0,10035600384,823.27
252,2014-01-05,858.55,952.4,854.52,933.53,72898496.0,10465699840,858.55
253,2014-01-06,936.05,1017.12,905.71,953.29,85565696.0,11410400256,936.05
254,2014-01-07,946.49,965.74,802.0,802.0,81311696.0,11571399680,946.49
255,2014-01-08,795.99,870.68,776.18,842.72,74175600.0,9734800384,795.99
256,2014-01-09,841.47,864.36,804.14,846.86,59998600.0,10295100416,841.47
257,2014-01-10,846.69,871.19,822.6,868.48,31876800.0,10363299840,846.69
258,2014-01-11,867.32,921.48,861.72,913.95,44754200.0,10619899904,867.32
259,2014-01-12,919.6,928.52,851.17,863.22,39623500.0,11264799744,919.6
260,2014-01-13,860.19,861.29,806.05,841.2,45580900.0,10541500416,860.19
261,2014-01-14,843.17,855.69,825.66,833.27,20829800.0,10336499712,843.17
262,2014-01-15,833.12,872.81,830.86,860.9,28107200.0,10216699904,833.12
263,2014-01-16,860.29,866.16,835.63,835.63,19149300.0,10553799680,860.29
264,2014-01-17,834.49,842.91,797.63,814.64,39031700.0,10241200128,834.49
265,2014-01-18,816.07,841.49,816.07,840.0,18052700.0,10018199552,816.07
266,2014-01-19,839.66,870.96,825.53,870.96,24365700.0,10311499776,839.66
267,2014-01-20,871.39,886.39,853.87,870.2,27652700.0,10704799744,871.39
268,2014-01-21,869.65,881.2,855.93,863.91,18997300.0,10687699968,869.65
269,2014-01-22,867.21,870.15,837.36,845.59,18453700.0,10661399552,867.21
270,2014-01-23,845.46,851.57,819.32,822.04,15607100.0,10398000128,845.46
271,2014-01-24,822.43,822.43,783.58,797.07,34912000.0,10118400000,822.43
272,2014-01-25,796.24,861.45,792.96,853.61,24303900.0,9799919616,796.24
273,2014-01-26,853.68,897.02,844.86,885.28,32224300.0,10510399488,853.68
274,2014-01-27,884.6,893.0,757.11,771.39,49233600.0,10894399488,884.6
275,2014-01-28,774.02,832.5,766.98,812.51,44875500.0,9535949824,774.02
276,2014-01-29,809.96,836.87,809.85,826.0,17984400.0,9981849600,809.96
277,2014-01-30,826.02,830.5,799.06,819.03,29918200.0,10182899712,826.02
278,2014-01-31,818.43,831.87,812.6,829.92,17107900.0,10092900352,818.43
279,2014-02-01,828.61,853.52,827.11,832.58,19668700.0,10222300160,828.61
280,2014-02-02,832.9,844.72,820.67,825.37,11300900.0,10279199744,832.9
281,2014-02-03,824.08,826.48,807.22,823.83,13940100.0,10174100480,824.08
282,2014-02-04,823.77,840.17,820.94,827.96,16609700.0,10174000128,823.77
283,2014-02-05,829.96,837.32,811.91,811.91,22395100.0,10254100480,829.96
284,2014-02-06,815.59,819.81,770.59,781.55,50108700.0,10079899648,815.59
285,2014-02-07,783.2,783.2,654.35,712.4,113643000.0,9683189760,783.2
286,2014-02-08,699.57,721.82,661.87,673.92,38742600.0,8651929600,699.57
287,2014-02-09,671.46,712.27,655.25,682.9,39311400.0,8307339776,671.46
288,2014-02-10,681.32,703.71,550.5,681.03,112758000.0,8431680000,681.32
289,2014-02-11,683.5,712.46,636.66,672.17,72745200.0,8461320192,683.5
290,2014-02-12,672.38,672.9,643.04,651.72,25367600.0,8326419968,672.38
291,2014-02-13,651.08,657.99,601.91,605.24,38588100.0,8065549824,651.08
292,2014-02-14,601.17,691.72,541.04,661.99,102506000.0,7449939968,601.17
293,2014-02-15,660.9,661.84,632.84,650.92,26709200.0,8193290240,660.9
294,2014-02-16,651.3,665.1,584.17,616.63,40061700.0,8077340160,651.3
295,2014-02-17,614.23,656.95,607.31,626.27,31948400.0,7620579840,614.23
296,2014-02-18,627.16,645.76,612.54,626.6,20015100.0,7783430144,627.16
297,2014-02-19,625.97,631.77,618.7,623.03,13897800.0,7771210240,625.97
298,2014-02-20,623.09,627.73,556.14,556.14,46905000.0,7738579968,623.09
299,2014-02-21,556.88,582.96,530.47,574.16,47308100.0,6918730240,556.88
300,2014-02-22,574.24,614.48,558.58,605.42,31254000.0,7136600064,574.24
301,2014-02-23,606.47,639.91,599.7,605.82,31434400.0,7539890176,606.47
302,2014-02-24,606.04,607.61,538.7,546.32,57893900.0,7537079808,606.04
303,2014-02-25,540.24,541.38,420.41,538.71,126314000.0,6721330176,540.24
304,2014-02-26,537.04,603.8,532.58,582.69,64642700.0,6683679744,537.04
305,2014-02-27,581.65,594.05,566.62,578.77,25540800.0,7241560064,581.65
306,2014-02-28,579.7,584.14,545.17,549.26,28076100.0,7219990016,579.7
307,2014-03-01,549.92,573.38,539.29,565.61,18668100.0,6851590144,549.92
308,2014-03-02,567.23,570.48,553.27,559.79,7950760.0,7069289984,567.23
309,2014-03-03,562.56,702.91,560.52,667.76,96056896.0,7013060096,562.56
310,2014-03-04,668.24,696.22,655.68,666.78,55344600.0,8332950016,668.24
311,2014-03-05,666.24,674.28,646.28,665.51,22461900.0,8310510080,666.24
312,2014-03-06,664.52,669.77,649.79,663.86,16068100.0,8291650048,664.52
313,2014-03-07,664.31,665.34,616.35,629.15,34150800.0,8291899904,664.31
314,2014-03-08,629.66,635.14,604.46,617.45,18654200.0,7862009856,629.66
315,2014-03-09,616.31,643.95,612.35,636.96,15396500.0,7697909760,616.31
316,2014-03-10,636.33,644.76,615.02,627.79,20639800.0,7950819840,636.33
317,2014-03-11,627.95,638.42,618.84,634.11,11732500.0,7848450048,627.95
318,2014-03-12,631.91,648.03,629.51,632.1,18621200.0,7900599808,631.91
319,2014-03-13,633.62,644.2,630.85,638.14,11634900.0,7924859904,633.62
320,2014-03-14,638.14,639.53,627.21,628.8,11913800.0,7983980032,638.14
321,2014-03-15,629.37,639.14,627.3,636.12,4342080.0,7876360192,629.37
322,2014-03-16,636.5,637.52,628.11,631.11,5277290.0,7968200192,636.5
323,2014-03-17,630.92,632.68,616.85,622.37,14648200.0,7901040128,630.92
324,2014-03-18,621.84,622.39,603.8,614.83,24011500.0,7789810176,621.84
325,2014-03-19,613.9,622.0,609.1,609.89,14228900.0,7692449792,613.9
326,2014-03-20,609.74,609.74,587.49,588.77,20572900.0,7642910208,609.74
327,2014-03-21,588.29,604.59,561.81,571.49,38414100.0,7376710144,588.29
328,2014-03-22,571.18,572.55,554.39,565.04,17360700.0,7164769792,571.18
329,2014-03-23,565.76,570.24,560.88,561.27,9288400.0,7099230208,565.76
330,2014-03-24,562.51,586.56,551.77,583.41,22706900.0,7061380096,562.51
331,2014-03-25,585.03,585.44,572.6,583.92,14020100.0,7346809856,585.03
332,2014-03-26,583.48,590.03,570.96,580.83,16401100.0,7329719808,583.48
333,2014-03-27,580.26,580.56,471.24,471.24,62225400.0,7291520000,580.26
334,2014-03-28,477.14,526.02,473.23,495.67,58828300.0,5997850112,477.14
335,2014-03-29,501.71,504.86,489.73,491.17,11147100.0,6308890112,501.71
336,2014-03-30,492.37,492.37,444.18,460.27,42958300.0,6193560064,492.37
337,2014-03-31,462.3,483.02,443.36,457.0,28254000.0,5816909824,462.3
338,2014-04-01,457.0,495.34,457.0,478.38,35685800.0,5752280064,457.0
339,2014-04-02,479.14,495.05,431.27,437.14,49647600.0,6032970240,479.14
340,2014-04-03,436.44,449.57,414.89,444.72,40765500.0,5497549824,436.44
341,2014-04-04,445.66,454.65,429.09,447.53,22925500.0,5615980032,445.66
342,2014-04-05,446.67,463.57,444.2,461.91,13404500.0,5630889984,446.67
343,2014-04-06,463.4,466.32,452.97,460.5,10241400.0,5843670016,463.4
344,2014-04-07,461.47,462.56,445.12,449.42,15616600.0,5821159936,461.47
345,2014-04-08,447.61,457.42,446.11,453.09,10921600.0,5648000000,447.61
346,2014-04-09,453.18,455.73,441.93,442.73,13204400.0,5719730176,453.18
347,2014-04-10,442.26,443.37,358.73,365.18,55868300.0,5583669760,442.26
348,2014-04-11,363.71,429.77,351.27,420.95,62562800.0,4593399808,363.71
349,2014-04-12,420.89,439.61,415.79,421.12,19226500.0,5317309952,420.89
350,2014-04-13,421.46,427.4,395.25,414.06,22493500.0,5326230016,421.46
351,2014-04-14,414.83,469.75,407.37,458.79,50730200.0,5244349952,414.83
352,2014-04-15,458.37,519.0,453.54,515.59,49561000.0,5797069824,458.37
353,2014-04-16,522.18,542.38,502.78,527.4,56480100.0,6606459904,522.18
354,2014-04-17,529.07,533.52,484.87,495.96,34025500.0,6695649792,529.07
355,2014-04-18,495.8,498.6,472.74,479.64,19042400.0,6276700160,495.8
356,2014-04-19,479.58,503.55,470.56,501.57,19588200.0,6073339904,479.58
357,2014-04-20,501.75,510.87,490.84,498.17,12103100.0,6356069888,501.75
358,2014-04-21,497.74,510.57,493.2,495.77,15171400.0,6307460096,497.74
359,2014-04-22,495.45,503.22,487.58,487.92,11670900.0,6280640000,495.45
360,2014-04-23,488.36,493.25,485.82,491.3,9814530.0,6192560128,488.36
361,2014-04-24,490.83,500.46,482.95,500.46,13009400.0,6225860096,490.83
362,2014-04-25,500.09,500.3,442.95,461.45,46856500.0,6345229824,500.09
363,2014-04-26,461.7,464.54,449.1,458.6,12214600.0,5860329984,461.7
364,2014-04-27,457.24,459.33,436.39,436.39,10949500.0,5805530112,457.24
365,2014-04-28,430.72,447.53,422.94,440.29,23876600.0,5470649856,430.72
366,2014-04-29,439.98,451.64,435.18,447.21,16401400.0,5590029824,439.98
367,2014-04-30,446.89,451.1,436.7,447.64,15244900.0,5679680000,446.89
368,2014-05-01,447.63,460.61,447.63,457.76,12871800.0,5690670080,447.63
369,2014-05-02,457.36,457.93,443.4,449.38,10394200.0,5816390144,457.36
370,2014-05-03,449.4,449.4,430.68,437.76,9849640.0,5716960256,449.4
371,2014-05-04,438.52,439.77,430.05,436.4,5621260.0,5580029952,438.52
372,2014-05-05,434.78,440.97,427.62,433.48,10004800.0,5534139904,434.78
373,2014-05-06,433.36,448.04,423.25,428.96,12507300.0,5517459968,433.36
374,2014-05-07,429.34,446.13,428.45,438.82,18332200.0,5468310016,429.34
375,2014-05-08,438.68,448.4,438.14,440.17,9446580.0,5588989952,438.68
376,2014-05-09,440.18,452.69,440.14,449.46,10347900.0,5609930240,440.18
377,2014-05-10,450.46,455.77,448.47,454.43,6682600.0,5742830080,450.46
378,2014-05-11,453.92,455.34,433.4,438.89,12251700.0,5789009920,453.92
379,2014-05-12,438.3,442.26,434.23,441.46,7383770.0,5591520256,438.3
380,2014-05-13,441.53,441.98,436.97,440.67,7682670.0,5634509824,441.53
381,2014-05-14,440.59,446.66,440.5,443.97,9472960.0,5624309760,440.59
382,2014-05-15,444.14,449.8,443.63,447.25,7362980.0,5671209984,444.14
383,2014-05-16,447.39,450.66,444.96,448.06,6475100.0,5714639872,447.39
384,2014-05-17,448.12,451.98,447.3,448.9,2945790.0,5725989888,448.12
385,2014-05-18,448.7,449.77,444.78,446.26,2857830.0,5735399936,448.7
386,2014-05-19,446.08,447.55,443.1,446.18,6242620.0,5703759872,446.08
387,2014-05-20,446.3,491.44,446.01,485.72,40327500.0,5708559872,446.3
388,2014-05-21,485.8,494.37,483.49,491.77,14626000.0,6215880192,485.8
389,2014-05-22,492.05,525.36,490.19,524.58,33086500.0,6297990144,492.05
390,2014-05-23,525.72,541.96,520.08,520.22,34934700.0,6731160064,525.72
391,2014-05-24,521.05,525.17,516.28,525.14,11499300.0,6673600000,521.05
392,2014-05-25,525.23,576.48,525.23,571.59,47010300.0,6729119744,525.23
393,2014-05-26,571.39,588.39,565.33,583.42,29959800.0,7322869760,571.39
394,2014-05-27,582.59,589.52,554.43,571.24,38032000.0,7468619776,582.59
395,2014-05-28,571.91,578.62,564.09,577.06,19289000.0,7333770240,571.91
396,2014-05-29,576.33,577.1,561.6,568.18,18707800.0,7392820224,576.33
397,2014-05-30,568.18,618.46,568.16,615.33,31985400.0,7290240000,568.18
398,2014-05-31,615.69,624.72,604.47,623.68,15107100.0,7902400000,615.69
399,2014-06-01,623.69,671.51,619.91,630.23,45259100.0,8007450112,623.69
400,2014-06-02,629.65,665.5,618.74,660.62,45450200.0,8086629888,629.65
401,2014-06-03,660.55,674.11,650.78,667.6,40653700.0,8486730240,660.55
402,2014-06-04,666.77,668.56,624.09,641.61,37731500.0,8569659904,666.77
403,2014-06-05,641.07,663.53,640.09,659.26,29621300.0,8242229760,641.07
404,2014-06-06,659.28,661.37,652.3,653.7,18680100.0,8478870016,659.28
405,2014-06-07,653.52,656.94,644.91,654.97,15855300.0,8407050240,653.52
406,2014-06-08,654.99,658.88,653.47,656.14,8614190.0,8428530176,654.99
407,2014-06-09,655.64,657.7,644.39,649.16,19065400.0,8439070208,655.64
408,2014-06-10,650.04,659.61,646.56,653.15,17913400.0,8369549824,650.04
409,2014-06-11,653.19,657.04,632.55,633.02,25163800.0,8412780032,653.19
410,2014-06-12,633.43,638.11,573.27,586.95,50818800.0,8160589824,633.43
411,2014-06-13,585.7,615.14,585.7,600.16,35700700.0,7548170240,585.7
412,2014-06-14,600.75,601.27,549.82,577.36,38481200.0,7744580096,600.75
413,2014-06-15,575.93,592.94,554.89,592.94,23580900.0,7427200000,575.93
414,2014-06-16,592.65,608.72,587.07,592.19,28677500.0,7645649920,592.65
415,2014-06-17,591.59,610.89,590.4,610.86,18597300.0,7634710016,591.59
416,2014-06-18,609.77,615.88,604.4,607.96,17862000.0,7872150016,609.77
417,2014-06-19,608.07,612.24,597.02,598.07,12803800.0,7852649984,608.07
418,2014-06-20,597.4,599.75,587.76,594.15,18134100.0,7717369856,597.4
419,2014-06-21,593.68,599.46,587.74,594.99,9256290.0,7672030208,593.68
420,2014-06-22,595.9,606.0,594.63,602.27,10877700.0,7703560192,595.9
421,2014-06-23,602.16,603.21,586.34,593.98,14053800.0,7787160064,602.16
422,2014-06-24,593.97,596.97,582.36,582.36,14144900.0,7683850240,593.97
423,2014-06-25,581.81,583.6,565.63,566.34,20687700.0,7529260032,581.81
424,2014-06-26,566.14,581.63,564.73,581.14,14655900.0,7329110016,566.14
425,2014-06-27,581.3,600.12,579.89,597.26,20814600.0,7527839744,581.3
426,2014-06-28,599.08,604.47,595.92,596.55,13398100.0,7761630208,599.08
427,2014-06-29,596.33,604.08,596.16,602.72,8897470.0,7728189952,596.33
428,2014-06-30,602.62,645.16,599.88,639.8,46422400.0,7812049920,602.62
429,2014-07-01,641.39,657.86,640.11,640.81,38446300.0,8316769792,641.39
430,2014-07-02,641.04,656.68,638.34,650.88,25768200.0,8314310144,641.04
431,2014-07-03,650.77,650.77,641.3,645.16,18949000.0,8442769920,650.77
432,2014-07-04,644.65,648.43,629.4,630.69,22237200.0,8365570048,644.65
433,2014-07-05,629.95,633.22,628.0,631.46,9105940.0,8177489920,629.95
434,2014-07-06,631.77,638.65,631.16,635.81,10080000.0,8203530240,631.77
435,2014-07-07,635.46,637.16,617.01,624.09,17813600.0,8253709824,635.46
436,2014-07-08,622.57,626.7,620.91,624.82,10005500.0,8088589824,622.57
437,2014-07-09,625.22,627.0,622.6,624.51,9819150.0,8125369856,625.22
438,2014-07-10,624.83,626.12,612.35,616.76,15880700.0,8122829824,624.83
439,2014-07-11,616.66,632.09,615.77,632.0,16467100.0,8018999808,616.66
440,2014-07-12,631.88,636.66,626.98,633.71,13329000.0,8219369984,631.88
441,2014-07-13,634.22,634.73,624.91,626.5,11291000.0,8252239872,634.22
442,2014-07-14,626.56,627.34,617.32,619.32,12706800.0,8155140096,626.56
443,2014-07-15,620.0,625.14,619.64,621.59,10873200.0,8071770112,620.0
444,2014-07-16,622.01,623.09,615.33,616.8,13182400.0,8100510208,622.01
445,2014-07-17,616.54,626.29,608.4,623.09,16576700.0,8031439872,616.54
446,2014-07-18,622.37,629.21,620.47,628.78,14158100.0,8110060032,622.37
447,2014-07-19,629.17,629.17,624.6,628.52,7222030.0,8201339904,629.17
448,2014-07-20,628.56,628.56,622.78,623.9,5760120.0,8196210176,628.56
449,2014-07-21,623.95,624.09,619.11,622.21,10711900.0,8138520064,623.95
