,Date,Open*,High,Low,Close**,Volume,Market Cap,price
450,2014-07-22,622.27,624.3,620.96,621.55,9602880.0,8119059968,622.27
451,2014-07-23,621.12,624.43,618.29,619.41,11056600.0,8106259968,621.12
452,2014-07-24,619.5,620.43,595.57,601.73,20917200.0,8087289856,619.5
453,2014-07-25,601.51,607.07,597.23,601.09,12279500.0,7854660096,601.51
454,2014-07-26,601.54,602.09,593.96,595.81,10752900.0,7857509888,601.54
455,2014-07-27,595.67,598.94,593.43,593.85,7774230.0,7782830080,595.67
456,2014-07-28,594.14,594.57,575.18,585.69,19316400.0,7765040128,594.14
457,2014-07-29,585.55,588.39,581.7,584.72,11275400.0,7655040000,585.55
458,2014-07-30,584.74,585.12,564.9,567.29,14898800.0,7646629888,584.74
459,2014-07-31,567.37,586.23,564.51,586.23,22467900.0,7421870080,567.37
460,2014-08-01,586.2,597.92,583.63,594.92,18215900.0,7670499840,586.2
461,2014-08-02,594.9,594.91,586.16,589.33,8359080.0,7786619904,594.9
462,2014-08-03,588.89,589.15,581.65,586.67,9917990.0,7710419968,588.89
463,2014-08-04,586.23,591.95,583.74,588.78,9867570.0,7677850112,586.23
464,2014-08-05,589.01,589.86,584.1,585.44,10790800.0,7716120064,589.01
465,2014-08-06,585.95,587.49,583.1,584.65,14497900.0,7678040064,585.95
466,2014-08-07,584.65,591.1,584.05,588.87,11131400.0,7663289856,584.65
467,2014-08-08,588.88,598.12,588.79,592.58,11072000.0,7721090048,588.88
468,2014-08-09,592.47,592.47,587.63,589.37,7922070.0,7770549760,592.47
469,2014-08-10,589.17,594.46,587.94,591.06,7555310.0,7729999872,589.17
470,2014-08-11,591.28,591.51,574.05,576.37,14764200.0,7760289792,591.28
471,2014-08-12,576.51,576.95,566.59,569.64,13978200.0,7569070080,576.51
472,2014-08-13,570.38,573.03,532.67,546.66,25777500.0,7490990080,570.38
473,2014-08-14,546.18,546.24,498.73,505.97,35803900.0,7175190016,546.18
474,2014-08-15,511.14,518.18,487.93,497.01,25598300.0,6717150208,511.14
475,2014-08-16,497.83,521.47,487.74,519.71,22832500.0,6544249856,497.83
476,2014-08-17,519.14,520.19,483.63,491.8,24300900.0,6826520064,519.14
477,2014-08-18,491.51,499.37,443.85,461.46,50783800.0,6465209856,491.51
478,2014-08-19,461.48,485.71,455.54,485.24,38422400.0,6072520192,461.48
479,2014-08-20,485.07,518.28,467.51,511.98,46527600.0,6385229824,485.07
480,2014-08-21,510.45,531.9,510.45,517.24,49444200.0,6721410048,510.45
481,2014-08-22,517.58,521.48,501.27,514.04,36563900.0,6817460224,517.58
482,2014-08-23,513.39,514.3,492.11,498.08,25171900.0,6764340224,513.39
483,2014-08-24,498.29,512.89,497.35,508.29,19441700.0,6567300096,498.29
484,2014-08-25,508.22,508.22,499.23,502.5,18356700.0,6700089856,508.22
485,2014-08-26,502.54,512.69,502.54,511.57,23235100.0,6626970112,502.54
486,2014-08-27,512.19,520.71,510.92,511.15,22648500.0,6756340224,512.19
487,2014-08-28,510.88,516.16,506.88,507.82,19862000.0,6741320192,510.88
488,2014-08-29,508.42,511.7,503.82,508.52,17624800.0,6711079936,508.42
489,2014-08-30,508.59,509.31,501.64,504.25,9424070.0,6715420160,508.59
490,2014-08-31,502.9,504.88,474.81,477.76,44632300.0,6642630144,502.9
491,2014-09-01,477.79,485.31,471.91,474.88,20432000.0,6313119744,477.79
492,2014-09-02,474.48,482.99,472.32,477.43,23337900.0,6270969856,474.48
493,2014-09-03,476.87,481.71,476.21,477.59,13342200.0,6304370176,476.87
494,2014-09-04,477.68,493.93,477.09,489.66,26081400.0,6317100032,477.68
495,2014-09-05,489.67,490.64,481.61,483.34,15302500.0,6477530112,489.67
496,2014-09-06,483.34,488.6,483.0,484.83,10601400.0,6395630080,483.34
497,2014-09-07,485.13,488.07,482.28,482.28,8994050.0,6421459968,485.13
498,2014-09-08,481.81,489.83,468.79,474.6,30238000.0,6379409920,481.81
499,2014-09-09,474.88,477.38,467.78,475.26,21447800.0,6289350144,474.88
500,2014-09-10,475.48,487.47,475.14,479.36,22787800.0,6299069952,475.48
501,2014-09-11,479.62,482.35,474.61,479.75,16852900.0,6355700224,479.62
502,2014-09-12,479.58,479.63,473.01,477.75,15437200.0,6357289984,479.58
503,2014-09-13,477.79,482.12,475.1,479.0,15588000.0,6335399936,477.79
504,2014-09-14,479.12,479.85,476.12,477.89,13105500.0,6355140096,479.12
505,2014-09-15,477.77,478.62,474.02,475.37,15345200.0,6339089920,477.77
506,2014-09-16,474.86,475.64,465.13,466.06,16797300.0,6302439936,474.86
507,2014-09-17,465.86,468.17,452.42,457.33,21056800.0,6185010176,465.86
508,2014-09-18,456.86,456.86,413.1,424.44,34483200.0,6067610112,456.86
509,2014-09-19,424.1,427.83,384.53,394.8,37919700.0,5634440192,424.1
510,2014-09-20,394.67,423.3,389.88,408.9,36863600.0,5245150208,394.67
511,2014-09-21,408.08,412.43,393.18,398.82,26580100.0,5425180160,408.08
512,2014-09-22,399.1,406.92,397.13,402.15,24127600.0,5307360256,399.1
513,2014-09-23,402.09,441.56,396.2,435.79,45099500.0,5348839936,402.09
514,2014-09-24,435.75,436.11,421.13,423.2,30627700.0,5798219776,435.75
515,2014-09-25,423.16,423.52,409.47,411.57,26814400.0,5632260096,423.16
516,2014-09-26,411.43,414.94,400.01,404.42,21460800.0,5477969920,411.43
517,2014-09-27,403.56,406.62,397.37,399.52,15029300.0,5374499840,403.56
518,2014-09-28,399.47,401.02,374.33,377.18,23613300.0,5321419776,399.47
519,2014-09-29,376.93,385.21,372.24,375.47,32497700.0,5022360064,376.93
520,2014-09-30,376.09,390.98,373.44,386.94,34707300.0,5012449792,376.09
521,2014-10-01,387.43,391.38,380.78,383.61,26229400.0,5165060096,387.43
522,2014-10-02,383.99,385.5,372.95,375.07,21777700.0,5120699904,383.99
523,2014-10-03,375.18,377.7,357.86,359.51,30901200.0,5004539904,375.18
524,2014-10-04,359.89,364.49,325.89,328.87,47236500.0,4801920000,359.89
525,2014-10-05,328.92,341.8,289.3,320.51,83308096.0,4389890048,328.92
526,2014-10-06,320.39,345.13,302.56,330.08,79011800.0,4277430016,320.39
527,2014-10-07,330.58,339.25,320.48,336.19,49199900.0,4414879744,330.58
528,2014-10-08,336.12,354.36,327.19,352.94,54736300.0,4489869824,336.12
529,2014-10-09,352.75,382.73,347.69,365.03,83641104.0,4713319936,352.75
530,2014-10-10,364.69,375.07,352.96,361.56,43665700.0,4874189824,364.69
531,2014-10-11,361.36,367.19,355.95,362.3,13345200.0,4831159808,361.36
532,2014-10-12,362.61,379.43,356.14,378.55,17552800.0,4849070080,362.61
533,2014-10-13,377.92,397.23,368.9,390.41,35221400.0,5055289856,377.92
534,2014-10-14,391.69,411.7,391.32,400.87,38491500.0,5241030144,391.69
535,2014-10-15,400.95,402.23,388.77,394.77,25267100.0,5366289920,400.95
536,2014-10-16,394.52,398.81,373.07,382.56,26990000.0,5281630208,394.52
537,2014-10-17,382.76,385.48,375.39,383.76,13600700.0,5125579776,382.76
538,2014-10-18,383.98,395.16,378.97,391.44,11416800.0,5143260160,383.98
539,2014-10-19,391.25,393.94,386.46,389.55,5914570.0,5242370048,391.25
540,2014-10-20,389.23,390.08,378.25,382.85,16419000.0,5216560128,389.23
541,2014-10-21,382.42,392.65,380.83,386.48,14188900.0,5126589952,382.42
542,2014-10-22,386.12,388.58,382.25,383.16,11641300.0,5177639936,386.12
543,2014-10-23,382.96,385.05,356.45,358.42,26456900.0,5136829952,382.96
544,2014-10-24,358.59,364.35,353.3,358.35,15585700.0,4811290112,358.59
545,2014-10-25,358.61,359.86,342.88,347.27,18127500.0,4812989952,358.61
546,2014-10-26,347.49,359.22,343.93,354.7,11272500.0,4665039872,347.49
547,2014-10-27,354.78,358.63,349.81,352.99,13033000.0,4764020224,354.78
548,2014-10-28,353.21,359.98,352.68,357.62,7845880.0,4744450048,353.21
549,2014-10-29,357.09,357.83,335.34,335.59,18192700.0,4797700096,357.09
550,2014-10-30,335.71,350.91,335.07,345.3,30177900.0,4511759872,335.71
551,2014-10-31,345.01,348.05,337.14,338.32,12545400.0,4638210048,345.01
552,2014-11-01,338.65,340.53,321.05,325.75,16677200.0,4554319872,338.65
553,2014-11-02,326.08,329.05,320.63,325.89,8603620.0,4386500096,326.08
554,2014-11-03,325.57,334.0,325.48,327.55,12948500.0,4380950016,325.57
555,2014-11-04,327.16,331.77,325.08,330.49,15655500.0,4403749888,327.16
556,2014-11-05,330.68,343.37,330.68,339.49,19817200.0,4452510208,330.68
557,2014-11-06,339.46,352.97,338.42,349.29,18797000.0,4571829760,339.46
558,2014-11-07,349.82,352.73,341.78,342.42,16834200.0,4712699904,349.82
559,2014-11-08,342.15,347.03,342.15,345.49,8535470.0,4610749952,342.15
560,2014-11-09,345.38,363.63,344.26,363.26,24205600.0,4655479808,345.38
561,2014-11-10,362.27,374.82,357.56,366.92,30450100.0,4884490240,362.27
562,2014-11-11,365.86,371.31,363.73,367.7,15838900.0,4934269952,365.86
563,2014-11-12,367.98,429.72,367.98,423.56,45783200.0,4964149760,367.98
564,2014-11-13,427.27,457.09,401.12,420.73,58945000.0,5765519872,427.27
565,2014-11-14,418.42,419.25,384.79,397.82,29589200.0,5647540224,418.42
566,2014-11-15,399.65,405.53,371.01,376.13,15727500.0,5395769856,399.65
567,2014-11-16,374.73,390.8,374.6,387.88,11905600.0,5060639744,374.73
568,2014-11-17,388.35,410.2,377.5,387.41,41518800.0,5246000128,388.35
569,2014-11-18,387.79,392.4,371.12,375.2,32222500.0,5239790080,387.79
570,2014-11-19,373.9,386.48,373.9,380.55,18931800.0,5053559808,373.9
571,2014-11-20,380.31,382.02,356.78,357.84,25233200.0,5141550080,380.31
572,2014-11-21,357.88,357.88,344.11,350.85,29850100.0,4839569920,357.88
573,2014-11-22,351.6,364.84,350.88,352.92,15273000.0,4755829760,351.6
574,2014-11-23,353.17,370.85,353.17,367.57,15151600.0,4778440192,353.17
575,2014-11-24,366.95,387.21,366.67,376.9,30930100.0,4966080000,366.95
576,2014-11-25,376.89,394.7,374.78,375.35,25442200.0,5101969920,376.89
577,2014-11-26,376.02,377.7,365.82,368.37,18601700.0,5091480064,376.02
578,2014-11-27,370.5,373.99,368.28,369.67,8748030.0,5018039808,370.5
579,2014-11-28,369.37,382.84,358.45,376.45,22946500.0,5004049920,369.37
580,2014-11-29,376.15,387.6,372.14,375.49,15375600.0,5097280000,376.15
581,2014-11-30,375.51,382.53,373.31,378.05,9194440.0,5090059776,375.51
582,2014-12-01,378.25,383.66,376.67,379.24,11763000.0,5128699904,378.25
583,2014-12-02,379.25,384.04,377.86,381.32,12364100.0,5143499776,379.25
584,2014-12-03,381.72,383.03,374.35,375.01,13340100.0,5178449920,381.72
585,2014-12-04,375.72,378.65,367.76,369.6,14529600.0,5098100224,375.72
586,2014-12-05,369.44,379.19,365.76,376.85,15181800.0,5014289920,369.44
587,2014-12-06,376.76,378.45,370.95,374.79,7009320.0,5115039744,376.76
588,2014-12-07,374.84,376.29,373.27,375.1,6491650.0,5090240000,374.84
589,2014-12-08,374.96,376.03,361.89,361.91,18898700.0,5093179904,374.96
590,2014-12-09,361.89,363.07,344.95,352.22,32915500.0,4917109760,361.89
591,2014-12-10,352.2,352.38,346.36,346.36,16427700.0,4786699776,352.2
592,2014-12-11,344.34,361.36,338.76,350.51,32431300.0,4681039872,344.34
593,2014-12-12,350.83,352.98,349.29,352.54,16989800.0,4770619904,350.83
594,2014-12-13,352.38,352.38,346.59,347.38,11675900.0,4792869888,352.38
595,2014-12-14,346.73,353.32,345.42,351.63,12415200.0,4717270016,346.73
596,2014-12-15,351.36,351.82,344.93,345.35,17264200.0,4781559808,351.36
597,2014-12-16,345.67,345.86,327.06,327.06,30864900.0,4705370112,345.67
598,2014-12-17,326.86,333.95,315.15,319.78,37567900.0,4450379776,326.86
599,2014-12-18,319.79,323.71,304.23,311.4,39173000.0,4355140096,319.79
600,2014-12-19,311.18,318.53,306.77,317.84,23823100.0,4238929920,311.18
601,2014-12-20,317.62,330.33,316.04,329.96,20856700.0,4327750144,317.62
602,2014-12-21,329.54,329.63,318.9,320.84,15207600.0,4491319808,329.54
603,2014-12-22,321.07,334.12,320.42,331.89,22315100.0,4376889856,321.07
604,2014-12-23,332.02,336.29,329.6,334.57,16574200.0,4527490048,332.02
605,2014-12-24,334.39,334.74,321.36,322.53,15092300.0,4561039872,334.39
606,2014-12-25,322.29,322.67,316.96,319.01,9883640.0,4397250048,322.29
607,2014-12-26,319.15,331.42,316.63,327.92,16410500.0,4355749888,319.15
608,2014-12-27,327.58,328.91,312.63,315.86,15185200.0,4472050176,327.58
609,2014-12-28,316.16,320.03,311.08,317.24,11676600.0,4317320192,316.16
610,2014-12-29,317.7,320.27,312.31,312.67,12302500.0,4339700224,317.7
611,2014-12-30,312.72,314.81,309.37,310.74,12528300.0,4272940032,312.72
612,2014-12-31,310.91,320.19,310.21,320.19,13942900.0,4249479936,310.91
613,2015-01-01,320.43,320.43,314.0,314.25,8036550.0,4380819968,320.43
614,2015-01-02,314.08,315.84,313.57,315.03,7860650.0,4295209984,314.08
615,2015-01-03,314.85,315.15,281.08,281.08,33054400.0,4307010048,314.85
616,2015-01-04,281.15,287.23,257.61,264.2,55629100.0,3847150080,281.15
617,2015-01-05,265.08,278.34,265.08,274.47,43962800.0,3628489984,265.08
618,2015-01-06,274.61,287.55,272.7,286.19,23245700.0,3759970048,274.61
619,2015-01-07,286.08,298.75,283.08,294.34,24866800.0,3918089984,286.08
620,2015-01-08,294.14,294.14,282.17,283.35,19982500.0,4029489920,294.14
621,2015-01-09,282.38,291.11,280.53,290.41,18718600.0,3869530112,282.38
622,2015-01-10,287.3,288.13,273.97,274.8,15264300.0,3937989888,287.3
623,2015-01-11,274.61,279.64,265.04,265.66,18200800.0,3764960000,274.61
624,2015-01-12,266.15,272.2,265.2,267.8,18880300.0,3649969920,266.15
625,2015-01-13,267.39,268.28,219.91,225.86,72843904.0,3668039936,267.39
626,2015-01-14,223.89,223.89,171.51,178.1,97638704.0,3072019968,223.89
627,2015-01-15,176.9,229.07,176.9,209.84,81773504.0,2427830016,176.9
628,2015-01-16,209.07,221.59,199.77,208.1,38421000.0,2870180096,209.07
629,2015-01-17,207.83,211.73,194.88,199.26,23469700.0,2853929984,207.83
630,2015-01-18,200.05,218.7,194.51,210.34,30085100.0,2747729920,200.05
631,2015-01-19,211.47,216.73,207.32,214.86,18658300.0,2905410048,211.47
632,2015-01-20,212.91,215.24,205.15,211.32,24051100.0,2925910016,212.91
633,2015-01-21,211.38,227.79,211.21,226.9,29924600.0,2905520128,211.38
634,2015-01-22,227.32,237.02,226.43,233.41,33544600.0,3125519872,227.32
635,2015-01-23,233.52,234.85,225.2,232.88,24621700.0,3211490048,233.52
636,2015-01-24,232.7,248.21,230.02,247.85,24782500.0,3200969984,232.7
637,2015-01-25,247.35,255.07,243.89,253.72,33582700.0,3403300096,247.35
638,2015-01-26,254.08,309.38,254.08,273.47,106794000.0,3496649984,254.08
639,2015-01-27,273.17,275.48,250.65,263.48,44399000.0,3760209920,273.17
640,2015-01-28,263.35,266.54,227.05,233.91,44352200.0,3626050048,263.35
641,2015-01-29,233.35,238.71,220.71,233.51,32213400.0,3213920000,233.35
642,2015-01-30,232.77,242.85,225.84,226.43,26605200.0,3206939904,232.77
643,2015-01-31,226.44,233.5,216.31,217.46,23348200.0,3120489984,226.44
644,2015-02-01,216.87,231.57,212.01,226.97,29128500.0,2989459968,216.87
645,2015-02-02,226.49,242.18,222.66,238.23,30612100.0,3123010048,226.49
646,2015-02-03,237.45,245.96,224.48,227.27,40783700.0,3275109888,237.45
647,2015-02-04,227.51,230.06,221.11,226.85,26594300.0,3138700032,227.51
648,2015-02-05,227.66,239.4,214.73,217.11,22516400.0,3141730048,227.66
649,2015-02-06,216.92,230.51,216.23,222.27,24435300.0,2994350080,216.92
650,2015-02-07,222.63,230.3,222.61,227.75,21604200.0,3074139904,222.63
651,2015-02-08,227.69,229.44,221.08,223.41,17145200.0,3144920064,227.69
652,2015-02-09,223.39,223.98,217.02,220.11,27791300.0,3086220032,223.39
653,2015-02-10,220.28,221.81,215.33,219.84,21115100.0,3044179968,220.28
654,2015-02-11,219.73,223.41,218.07,219.18,17201900.0,3037370112,219.73
655,2015-02-12,219.21,222.2,217.61,221.76,15206200.0,3030990080,219.21
656,2015-02-13,221.97,240.26,221.26,235.43,42744400.0,3069829888,221.97
657,2015-02-14,235.53,259.81,235.53,257.32,49732500.0,3258210048,235.53
658,2015-02-15,257.51,265.61,227.68,234.82,56552400.0,3563290112,257.51
659,2015-02-16,234.82,239.52,229.02,233.84,28153700.0,3250240000,234.82
660,2015-02-17,233.42,245.77,232.31,243.61,27363100.0,3231749888,233.42
661,2015-02-18,243.78,244.25,232.34,236.33,25200800.0,3376059904,243.78
662,2015-02-19,236.41,242.67,235.59,240.28,18270500.0,3274980096,236.41
663,2015-02-20,240.25,247.1,239.3,243.78,23876700.0,3329189888,240.25
664,2015-02-21,243.75,255.32,243.18,244.53,12284200.0,3378660096,243.75
665,2015-02-22,244.54,246.39,233.85,235.98,19527000.0,3390510080,244.54
666,2015-02-23,235.99,240.11,232.42,238.89,16400000.0,3272880128,235.99
667,2015-02-24,239.0,239.9,236.4,238.74,14200400.0,3315369984,239.0
668,2015-02-25,238.89,239.34,235.53,237.47,11496200.0,3314639872,238.89
669,2015-02-26,237.34,237.71,234.26,236.43,13619400.0,3294030080,237.34
670,2015-02-27,236.44,256.65,236.44,253.83,44013900.0,3282409984,236.44
671,2015-02-28,253.52,254.69,249.48,254.26,13949300.0,3520560128,253.52
672,2015-03-01,254.28,261.66,245.93,260.2,25213700.0,3532049920,254.28
673,2015-03-02,260.36,276.3,258.31,275.67,40465700.0,3617339904,260.36
674,2015-03-03,275.05,285.8,268.16,281.7,50461300.0,3822510080,275.05
675,2015-03-04,281.99,284.23,268.13,273.09,41383000.0,3920130048,281.99
676,2015-03-05,272.74,281.67,264.77,276.18,41302400.0,3792480000,272.74
677,2015-03-06,275.6,277.61,270.02,272.72,28918900.0,3833159936,275.6
678,2015-03-07,272.29,277.85,270.13,276.26,17825900.0,3788189952,272.29
679,2015-03-08,276.43,277.86,272.57,274.35,22067900.0,3846749952,276.43
680,2015-03-09,274.81,292.7,273.89,289.61,59178200.0,3825250048,274.81
681,2015-03-10,289.86,300.04,289.74,291.76,67770800.0,4035790080,289.86
682,2015-03-11,291.52,297.39,290.51,296.38,33963900.0,4060029952,291.52
683,2015-03-12,296.13,297.09,292.41,294.35,32585200.0,4125289984,296.13
684,2015-03-13,294.12,294.5,285.34,285.34,31421500.0,4098249984,294.12
685,2015-03-14,284.44,286.34,280.98,281.89,22612300.0,3964470016,284.44
686,2015-03-15,281.42,286.53,281.0,286.39,11970100.0,3923350016,281.42
687,2015-03-16,285.68,294.11,285.68,290.59,21516100.0,3983759872,285.68
688,2015-03-17,290.6,292.36,284.37,285.51,21497200.0,4053230080,290.6
689,2015-03-18,285.07,285.34,249.87,256.3,57008000.0,3977029888,285.07
690,2015-03-19,255.88,264.24,248.64,260.93,52732000.0,3570820096,255.88
691,2015-03-20,260.96,264.85,259.16,261.75,18456700.0,3642550016,260.96
692,2015-03-21,261.64,262.2,255.65,260.02,17130100.0,3653040128,261.64
693,2015-03-22,259.92,269.75,259.59,267.96,18438100.0,3629920000,259.92
694,2015-03-23,267.89,277.3,261.74,266.74,22811900.0,3742289920,267.89
695,2015-03-24,266.58,267.0,244.15,245.6,40073700.0,3724829952,266.58
696,2015-03-25,247.47,249.19,236.51,246.2,35866900.0,3458949888,247.47
697,2015-03-26,246.28,254.35,244.9,248.53,25730000.0,3443229952,246.28
698,2015-03-27,248.57,256.81,245.21,247.03,17274900.0,3476179968,248.57
699,2015-03-28,246.98,254.21,246.98,252.8,16040900.0,3454980096,246.98
700,2015-03-29,252.74,253.14,240.85,242.71,21699400.0,3536570112,252.74
701,2015-03-30,242.88,249.24,239.21,247.53,23009600.0,3399510016,242.88
702,2015-03-31,247.45,248.73,242.74,244.22,22672000.0,3464410112,247.45
703,2015-04-01,244.22,247.54,241.16,247.27,22877200.0,3420100096,244.22
704,2015-04-02,247.09,254.46,245.42,253.01,26272600.0,3461060096,247.09
705,2015-04-03,253.07,256.04,251.88,254.32,23146600.0,3545939968,253.07
706,2015-04-04,254.29,255.26,251.1,253.7,12493500.0,3563919872,254.29
707,2015-04-05,253.76,260.67,251.94,260.6,19649200.0,3557459968,253.76
708,2015-04-06,260.72,261.8,254.57,255.49,20034200.0,3655990016,260.72
709,2015-04-07,255.27,255.8,252.21,253.18,18467400.0,3580410112,255.27
710,2015-04-08,253.06,253.85,244.21,245.02,30086400.0,3550390016,253.06
711,2015-04-09,244.75,246.12,239.4,243.68,21643500.0,3434520064,244.75
712,2015-04-10,243.69,243.69,232.77,236.07,28882000.0,3420499968,243.69
713,2015-04-11,236.02,239.54,234.18,236.55,16365200.0,3313619968,236.02
714,2015-04-12,236.54,237.73,233.49,236.15,12387900.0,3321740032,236.54
715,2015-04-13,235.95,236.93,222.0,224.59,31181800.0,3314279936,235.95
716,2015-04-14,224.76,224.98,216.32,219.16,31719000.0,3157969920,224.76
717,2015-04-15,219.07,223.83,218.65,223.83,22562000.0,3078889984,219.07
718,2015-04-16,223.92,229.67,223.92,228.57,24805400.0,3147650048,223.92
719,2015-04-17,228.57,228.91,221.94,222.88,20429800.0,3213910016,228.57
720,2015-04-18,222.85,224.32,220.88,223.36,12939000.0,3134170112,222.85
721,2015-04-19,223.46,226.35,222.37,222.6,15021500.0,3143460096,223.46
722,2015-04-20,222.61,226.35,221.98,224.63,18364700.0,3132400128,222.61
723,2015-04-21,224.62,235.27,224.3,235.27,24978000.0,3161520128,224.62
724,2015-04-22,235.6,237.91,233.48,234.18,23847900.0,3316989952,235.6
725,2015-04-23,234.05,236.48,233.2,236.46,17036000.0,3296059904,234.05
726,2015-04-24,235.97,236.3,229.93,231.27,21448700.0,3323830016,235.97
727,2015-04-25,231.24,232.56,226.34,226.39,13957200.0,3257850112,231.24
728,2015-04-26,226.41,226.94,214.87,219.43,28943700.0,3190789888,226.41
729,2015-04-27,219.43,233.3,218.02,229.29,38574000.0,3093199872,219.43
730,2015-04-28,228.97,229.49,223.07,225.85,21469200.0,3228470016,228.97
731,2015-04-29,225.59,227.04,223.43,225.81,18936500.0,3181700096,225.59
732,2015-04-30,225.69,239.56,224.99,236.15,33818600.0,3183859968,225.69
733,2015-05-01,235.94,238.97,232.08,232.08,18815300.0,3329189888,235.94
734,2015-05-02,232.34,235.73,232.34,234.93,12535500.0,3279269888,232.34
735,2015-05-03,234.88,243.24,234.08,240.36,18494100.0,3315980032,234.88
736,2015-05-04,240.36,242.64,237.81,239.02,21223400.0,3394129920,240.36
737,2015-05-05,238.85,239.2,232.05,236.12,23929100.0,3373649920,238.85
738,2015-05-06,236.25,236.45,229.23,229.78,29587200.0,3337789952,236.25
739,2015-05-07,229.66,239.1,228.57,237.33,29064400.0,3245659904,229.66
740,2015-05-08,237.2,246.27,236.27,243.86,27445500.0,3353090048,237.2
741,2015-05-09,243.77,247.8,239.64,241.83,19790500.0,3446789888,243.77
742,2015-05-10,241.73,244.07,238.85,240.3,15019100.0,3418739968,241.73
743,2015-05-11,240.3,244.27,239.38,242.16,20892300.0,3399290112,240.3
744,2015-05-12,242.15,242.88,240.1,241.11,19282600.0,3426350080,242.15
745,2015-05-13,241.4,243.7,235.04,236.38,27180100.0,3416689920,241.4
746,2015-05-14,236.21,237.8,234.06,236.93,24413700.0,3344280064,236.21
747,2015-05-15,236.96,238.75,236.79,237.6,16329400.0,3355680000,236.96
748,2015-05-16,237.64,237.7,235.29,236.15,11089700.0,3366299904,237.64
749,2015-05-17,236.01,238.02,236.01,236.8,11134300.0,3343940096,236.01
750,2015-05-18,236.89,237.21,232.46,233.13,16780300.0,3357380096,236.89
751,2015-05-19,233.04,234.15,231.82,231.95,14241900.0,3303650048,233.04
752,2015-05-20,231.89,234.68,231.84,234.02,15499400.0,3288140032,231.89
753,2015-05-21,234.02,236.24,233.84,235.34,15108900.0,3319140096,234.02
754,2015-05-22,235.32,240.97,235.06,240.35,27003000.0,3338560000,235.32
755,2015-05-23,240.29,241.02,238.69,238.87,14605000.0,3409829888,240.29
756,2015-05-24,238.98,241.98,238.81,240.95,11508000.0,3391909888,238.98
757,2015-05-25,240.93,241.02,236.64,237.11,14423900.0,3420480000,240.93
758,2015-05-26,237.1,238.24,235.69,237.12,16425000.0,3367040000,237.1
759,2015-05-27,237.07,238.64,236.7,237.28,18837000.0,3367340032,237.07
760,2015-05-28,237.26,237.82,236.65,237.41,13829600.0,3370889984,237.26
761,2015-05-29,237.38,237.52,235.73,237.1,14805000.0,3373380096,237.38
762,2015-05-30,237.09,237.09,232.05,233.35,14098600.0,3370240000,237.09
763,2015-05-31,233.13,233.25,229.54,230.19,14730800.0,3314779904,233.13
764,2015-06-01,230.23,231.71,221.3,222.93,26090500.0,3274370048,230.23
765,2015-06-02,222.89,226.42,222.42,225.8,20459000.0,3170729984,222.89
766,2015-06-03,225.74,227.4,223.93,225.87,17752400.0,3212009984,225.74
767,2015-06-04,225.77,226.58,224.05,224.32,14728100.0,3213319936,225.77
768,2015-06-05,224.15,225.97,223.18,224.95,18056500.0,3191079936,224.15
769,2015-06-06,225.01,225.72,224.38,225.62,11131500.0,3203980032,225.01
770,2015-06-07,225.6,226.19,222.65,222.88,13318400.0,3213390080,225.6
771,2015-06-08,222.88,229.46,222.84,228.49,23378400.0,3175520000,222.88
772,2015-06-09,228.54,230.95,227.93,229.05,28353100.0,3257050112,228.54
773,2015-06-10,228.99,229.78,228.01,228.8,15904800.0,3264420096,228.99
774,2015-06-11,228.85,230.29,228.77,229.71,14416000.0,3263389952,228.85
775,2015-06-12,229.71,231.06,229.31,229.98,14017700.0,3276290048,229.71
776,2015-06-13,229.92,232.65,229.21,232.4,13305300.0,3280179968,229.92
777,2015-06-14,232.44,234.86,232.0,233.54,12165900.0,3317080064,232.44
778,2015-06-15,233.42,237.84,233.42,236.82,19912100.0,3331930112,233.42
779,2015-06-16,236.76,251.74,236.12,250.9,41612000.0,3380499968,236.76
780,2015-06-17,250.82,256.85,246.48,249.28,43858400.0,3581959936,250.82
781,2015-06-18,249.43,252.11,244.13,249.01,30980200.0,3563010048,249.43
782,2015-06-19,249.04,250.98,243.79,244.61,23965300.0,3558500096,249.04
783,2015-06-20,244.53,245.83,240.63,245.21,20608100.0,3494909952,244.53
784,2015-06-21,245.1,245.22,241.88,243.94,10600900.0,3503879936,245.1
785,2015-06-22,243.97,247.92,243.78,246.99,17692500.0,3488460032,243.97
786,2015-06-23,246.93,247.3,243.13,244.3,15108700.0,3531699968,246.93
787,2015-06-24,244.28,244.34,240.51,240.51,17344900.0,3494729984,244.28
788,2015-06-25,240.37,243.33,240.37,242.8,16133100.0,3439620096,240.37
789,2015-06-26,242.6,243.75,241.55,243.59,13983500.0,3472580096,242.6
790,2015-06-27,243.55,251.34,243.12,250.99,20488600.0,3487059968,243.55
791,2015-06-28,250.96,251.17,247.43,249.01,15137600.0,3593900032,250.96
792,2015-06-29,248.72,257.17,248.58,257.06,34742900.0,3562789888,248.72
793,2015-06-30,257.04,267.87,255.95,263.07,44533800.0,3682789888,257.04
794,2015-07-01,263.35,265.17,255.77,258.62,27029800.0,3774139904,263.35
795,2015-07-02,258.55,261.63,254.12,255.41,21551900.0,3706319872,258.55
796,2015-07-03,255.46,257.08,253.51,256.34,19033800.0,3662970112,255.46
797,2015-07-04,256.49,261.46,254.2,260.89,15620400.0,3678799872,256.49
798,2015-07-05,260.8,274.51,258.7,271.91,44156100.0,3741669888,260.8
